date,source_url,filing_type
2019-05-08,https://www.sec.gov/Archives/edgar/data/1318605/000156459019016764/tsla-8k_20190503.htm,8-K
2019-05-13,https://www.sec.gov/Archives/edgar/data/1318605/000156459019018876/tsla-8k_20190513.htm,8-K
2019-06-12,https://www.sec.gov/Archives/edgar/data/1318605/000156459019022354/tsla-8k_20190611.htm,8-K
2019-07-02,https://www.sec.gov/Archives/edgar/data/1318605/000156459019024414/tsla-8k_20190702.htm,8-K
2019-07-24,https://www.sec.gov/Archives/edgar/data/1318605/000156459019025855/tsla-8k_20190724.htm,8-K
2019-08-16,https://www.sec.gov/Archives/edgar/data/1318605/000156459019032484/tsla-8k_20190816.htm,8-K
2019-10-02,https://www.sec.gov/Archives/edgar/data/1318605/000156459019036274/tsla-8k_20190926.htm,8-K
2019-10-23,https://www.sec.gov/Archives/edgar/data/1318605/000156459019037581/tsla-8k_20191023.htm,8-K
2019-12-26,https://www.sec.gov/Archives/edgar/data/1318605/000156459019046961/tsla-8k_20191218.htm,8-K
2020-01-03,https://www.sec.gov/Archives/edgar/data/1318605/000156459020000161/tsla-8k_20200103.htm,8-K
2020-01-29,https://www.sec.gov/Archives/edgar/data/1318605/000156459020002489/tsla-8k_20200129.htm,8-K
2020-02-19,https://www.sec.gov/Archives/edgar/data/1318605/000156459020005288/tsla-8k_20200213.htm,8-K
2020-03-19,https://www.sec.gov/Archives/edgar/data/1318605/000156459020011823/tsla-8k_20200319.htm,8-K
2020-04-02,https://www.sec.gov/Archives/edgar/data/1318605/000156459020014992/tsla-8k_20200402.htm,8-K
2020-04-23,https://www.sec.gov/Archives/edgar/data/1318605/000156459020018196/tsla-8k_20200423.htm,8-K
2020-04-29,https://www.sec.gov/Archives/edgar/data/1318605/000156459020019776/tsla-8k_20200429.htm,8-K
2020-05-06,https://www.sec.gov/Archives/edgar/data/1318605/000156459020022062/tsla-8k_20200430.htm,8-K
2020-05-08,https://www.sec.gov/Archives/edgar/data/1318605/000156459020023655/tsla-8k_20200507.htm,8-K
2020-06-16,https://www.sec.gov/Archives/edgar/data/1318605/000156459020029536/tsla-8k_20200610.htm,8-K
2020-06-30,https://www.sec.gov/Archives/edgar/data/1318605/000156459020031314/tsla-8k_20200624.htm,8-K
2020-07-02,https://www.sec.gov/Archives/edgar/data/1318605/000156459020031568/tsla-8k_20200702.htm,8-K
2020-07-22,https://www.sec.gov/Archives/edgar/data/1318605/000156459020033069/tsla-8k_20200722.htm,8-K
2020-08-11,https://www.sec.gov/Archives/edgar/data/1318605/000156459020039353/tsla-8k_20200811.htm,8-K
2020-09-01,https://www.sec.gov/Archives/edgar/data/1318605/000119312520236678/d21598d8k.htm,8-K
2020-09-08,https://www.sec.gov/Archives/edgar/data/1318605/000156459020042696/tsla-8k_20200904.htm,8-K
2020-09-24,https://www.sec.gov/Archives/edgar/data/1318605/000156459020044548/tsla-8k_20200922.htm,8-K
2020-10-02,https://www.sec.gov/Archives/edgar/data/1318605/000156459020045592/tsla-8k_20201002.htm,8-K
2020-10-21,https://www.sec.gov/Archives/edgar/data/1318605/000156459020047108/tsla-8k_20201021.htm,8-K
2020-12-08,https://www.sec.gov/Archives/edgar/data/1318605/000119312520312194/d60067d8k.htm,8-K
2020-12-10,https://www.sec.gov/Archives/edgar/data/1318605/000156459020056725/tsla-8k_20201209.htm,8-K
2021-01-04,https://www.sec.gov/Archives/edgar/data/1318605/000156459021000010/tsla-8k_20201229.htm,8-K
2021-01-04,https://www.sec.gov/Archives/edgar/data/1318605/000156459021000008/tsla-8k_20210102.htm,8-K
2021-01-27,https://www.sec.gov/Archives/edgar/data/1318605/000156459021002645/tsla-8k_20210127.htm,8-K
2021-03-15,https://www.sec.gov/Archives/edgar/data/1318605/000156459021012981/tsla-8k_20210315.htm,8-K
2021-03-15,https://www.sec.gov/Archives/edgar/data/1318605/000156459021012962/tsla-8k_20210311.htm,8-K
2021-04-02,https://www.sec.gov/Archives/edgar/data/1318605/000156459021017443/tsla-8k_20210402.htm,8-K
2021-04-26,https://www.sec.gov/Archives/edgar/data/1318605/000156459021020558/tsla-8k_20210426.htm,8-K
2021-06-07,https://www.sec.gov/Archives/edgar/data/1318605/000156459021031976/tsla-8k_20210603.htm,8-K
2021-07-02,https://www.sec.gov/Archives/edgar/data/1318605/000095017021000423/tsla-20210702.htm,8-K
2021-07-26,https://www.sec.gov/Archives/edgar/data/1318605/000156459021037953/tsla-8k_20210726.htm,8-K
2021-08-30,https://www.sec.gov/Archives/edgar/data/1318605/000156459021046390/tsla-8k_20210827.htm,8-K
2021-10-04,https://www.sec.gov/Archives/edgar/data/1318605/000156459021049874/tsla-8k_20211002.htm,8-K
